"Date","Site","TP.ugL","SRP.ugL","DP.ugL","PP.ugL","DOP.ugL","TN.mgL","NOx.mgL","NH4.mgL","DIN.mgL","SolN.mgL","Urea.mgL","DON.mgL","TON.mgL","TKN.mgL","TOC.mgL","SolOC.mgL","Cond","DO.per","Colour_PCU","Turb.NTU","Secchi_cm","Temp.C","pH","Phyco.ugL","TChl.ugL","TN_TP","DIN_SRP"
2019-02-19,"Lake_Outlet",37,16,37,37,21,1.14,0.51,0.147,0.672,0.11,0.015,0.11,0.483,0.63,NA,NA,89,89.1,26,1,NA,1.74,7.36,0.004,1.118,68.1335875745951,92.8768377990533
2019-02-26,"Lake_Outlet",33,16,33,33,17,1.15,0.56,0.121,0.696,0.11,0.015,0.11,0.469,0.59,NA,NA,121,142.9,7.5,1,NA,1.58,7.25,0.004,1.133,77.0623113051308,96.1938677204481
2019-03-05,"Lake_Outlet",38,20,38,38,18,1.09,0.56,0.115,0.69,0.11,0.015,0.11,0.415,0.53,NA,NA,114,86.6,101,4,NA,1.61,7.63,0.003,0.986,63.4309230582507,76.2916881920795
2019-03-13,"Lake_Outlet",47,18,34,13,16,1.17,0.629,0.07,0.714,0.13,0.015,0.13,0.471,0.541,NA,NA,106,77.4,21,1,NA,1.56,7.62,0.003,0.926,55.0485816742109,87.7170134768837
2019-03-19,"Lake_Outlet",67,27,45,22,18,1.2,0.521,0.175,0.711,0.12,0.015,0.12,0.504,0.679,NA,NA,91,88.6,33,6,NA,1.33,7.43,0.003,0.908,39.6063274196389,58.2323030644858
2019-03-26,"Lake_Outlet",57,14,35,22,21,1.19,0.604,0.115,0.734,0.12,0.015,0.12,0.471,0.586,NA,NA,103,85,7.5,1,NA,1.39,7.57,0.003,0.959,46.1668491983598,115.938093443036
2019-04-02,"Lake_Outlet",58,19,34,24,15,1.07,0.481,0.162,0.658,0.11,0.015,0.11,0.427,0.589,NA,NA,74,101,36,5,NA,0.94,7.35,0.003,0.917,40.795655355085,76.582655729044
2019-04-09,"Lake_Outlet",82,29,54,28,25,1.04,0.313,0.189,0.562,0.09,0.06,0.09,0.538,0.727,NA,NA,76,110.6,59,5,NA,1.18,7.48,0.003,1.443,28.0464318556955,42.8545015131921
2019-04-16,"Lake_Outlet",75,28,39,36,11,0.99,0.342,0.206,0.598,0.09,0.05,0.09,0.442,0.648,NA,NA,72,105.8,92,8,NA,1.01,6.46,0.003,1.033,29.1898633082739,47.2281879284302
2019-04-23,"Lake_Outlet",65,25,31,34,6,0.72,0.223,0.095,0.378,0.07,0.06,0.07,0.402,0.497,NA,NA,57,168.5,96,12,NA,3.51,6.09,0.002,1.1,24.4949901887613,33.4356616076592
2019-04-30,"Lake_Outlet",63,22,24,39,2,0.73,0.24,0.041,0.321,0.07,0.04,0.07,0.449,0.49,NA,NA,70,140.8,109,14,NA,4.54,6.89,0.006,2.056,25.6236173822029,32.2656546899309
2019-05-07,"Lake_Outlet",49,9,17,32,8,0.57,0.094,0.023,0.147,0.5,0.03,0.5,0.453,0.476,NA,NA,59,101.1,71,8,104,12.59,6.25,0.018,2.576,25.7239055128573,36.1187702551874
2019-05-14,"Lake_Outlet",58,5,18,40,13,0.76,0.107,0.006,0.128,0.06,0.015,0.06,0.647,0.653,NA,NA,65,82.4,7.5,2,52,11.07,6.34,0.016,5.987,28.976353336322,56.6106439918039
2019-05-21,"Lake_Outlet",64,5,16,48,11,0.65,NA,0.0036,NA,0.42,NA,NA,0.6464,0.65,NA,NA,73,101.1,76,12,51,14.45,6.71,0.02,4.517,22.4590567594437,NA
2019-05-28,"Lake_Outlet",48,4,16,32,12,0.6,NA,0.0026,NA,0.43,0.015,NA,0.5974,0.6,NA,NA,71,88.1,80,10,40,15.23,6.62,0.026,4.855,27.641916011623,NA
2019-06-04,"Lake_Outlet",52,4,17,35,13,0.65,NA,0.00513,NA,0.53,0.015,NA,0.64487,0.65,NA,NA,72,78.7,20,4,50,15.26,6.41,0.019,4.224,27.641916011623,NA
2019-06-11,"Lake_Outlet",63,5,13,50,8,0.73,NA,0.00395,NA,0.44,0.015,NA,0.72605,0.73,NA,NA,70,92.7,61,7,47,19.92,6.31,0.02,6.542,25.6236173822029,NA
2019-06-18,"Lake_Outlet",114,6,16,98,10,1.13,0.007,0.01,0.032,0.54,0.015,0.54,1.113,1.123,NA,NA,74,83.2,7.5,1,10,20.51,6.36,0.048,2.754,21.9195544513221,11.7938841649592
2019-06-25,"Lake_Outlet",86,7,21,65,14,1.05,0.015,0.008,0.038,0.57,0.015,0.57,1.027,1.035,NA,NA,131,54.9,98,12,40,21.28,7.11,0.037,3.153,26.9990807555388,12.0044892393334
2019-07-02,"Lake_Outlet",130,17,45,85,28,1.65,0.1,0.057,0.157,1.07,NA,1.07,1.493,1.55,NA,NA,162,50.8,84,10,71,23.46,6.74,0.183,6.174,28.0671762579557,20.4224979474109
2019-07-09,"Lake_Outlet",87,8,25,62,17,0.89,0.008,0.02,0.043,0.58,0.015,0.58,0.862,0.882,NA,NA,166,46.1,7.5,1,79,23.86,6.82,0.016,3.727,22.6218898853742,11.8860238849979
2019-07-16,"Lake_Outlet",74,15,33,41,18,0.72,0.021,0.031,0.067,0.59,0.015,0.59,0.668,0.699,NA,NA,164,42.6,7.5,3,78,23.42,6.65,0.01,2.262,21.5158697603984,9.87737798815329
2019-07-23,"Lake_Outlet",535,7,22,513,15,3.91,NA,0.008,NA,0.52,0.11,NA,3.902,3.91,NA,NA,169,40.9,120,9,46,23.66,6.9,0.414,8.353,16.1614791185714,NA
2019-07-30,"Lake_Outlet",1299,NA,16,1283,NA,10.29,NA,0.009,NA,0.54,0.015,NA,10.281,10.29,NA,NA,173,49.7,7.5,43,41,25.76,6.9,0.781,15.34,17.5171864978969,NA
2019-08-13,"Lake_Outlet",176,5,21,155,16,2.83,0.003,NA,NA,0.75,0.77,NA,NA,2.827,NA,NA,97,65.2,NA,62,21,22.25,6.8,NA,36.02,35.5575555967696,NA
2019-08-20,"Lake_Outlet",104,3,21,83,18,1.32,NA,0.012,NA,0.364,0.015,NA,1.308,1.32,NA,NA,170,67.1,7.5,1,28,23.52,7,0.059,2.877,28.0671762579557,NA
2019-08-27,"Lake_Outlet",150,14,31,119,17,1.22,0.006,0.00336,0.02436,0.5,0.015,0.5,1.21064,1.214,NA,NA,165,58.4,54,7,20,20.65,7,0.074,3.029,17.9856733515627,3.84775470881792
2019-09-03,"Lake_Outlet",200,12,24,176,12,1.76,0.002,0.005,0.022,0.62,0.015,0.62,1.753,1.758,NA,NA,171,73.3,189,22,18,18.73,6.9,0.11,5.484,19.4599088721826,4.05414768170471
2019-09-10,"Lake_Outlet",137,7,17,120,10,1.21,0.003,0.004,0.022,0.6,0.015,0.6,1.203,1.207,NA,NA,164,85.1,91,10,19,16.34,6.8,0.065,5.662,19.5309304374095,6.94996745435093
2019-09-17,"Lake_Outlet",282,4,12,270,8,2.83,NA,NA,NA,0.6,0.015,NA,NA,2.83,NA,NA,170,95.6,7.5,16,19,15.34,6.7,0.321,7.199,22.1919495923101,NA
2019-09-24,"Lake_Outlet",179,6,13,166,7,1.98,0.007,0.014,0.036,0.6,0.015,0.6,1.959,1.973,NA,NA,167,111.2,28,10,29,18.38,6.8,0.061,3.69,24.4607793086094,13.268119685579
2019-10-01,"Lake_Outlet",90,6,12,78,6,0.94,NA,0.003,NA,0.51,0.015,NA,0.937,0.94,NA,NA,162,95.4,73,9,26,14.55,6.8,0.048,4.378,23.0963564897117,NA
2019-10-08,"Lake_Outlet",117,2,12,105,10,1.26,0.007,0.003,0.025,0.52,0.015,0.52,1.25,1.253,NA,NA,169,86.6,104,14,25,11.41,6.7,0.099,5.137,23.8145737946291,27.641916011623
2019-10-15,"Lake_Outlet",133,1,13,120,12,1.58,0.001,0.007,0.023,0.51,0.015,0.51,1.572,1.579,NA,NA,177,96.6,106,12,35,11.74,6.8,0.116,4.318,26.2702119087906,50.8611254613863
2019-10-22,"Lake_Outlet",84,4.2,14,70,9.8,0.87,0.003,0.017,0.035,0.54,0.015,0.54,0.85,0.867,NA,NA,179,97.4,7.5,13,35,9.45,6.8,0.034,5.534,22.9033018382019,18.4279440077487
2019-10-29,"Lake_Outlet",96,4.7,13,83,8.3,0.92,0.013,NA,NA,0.46,0.015,NA,NA,0.907,NA,NA,91,NA,26,8,34,8.08,6.7,0.028,8.129,21.192135608911,NA
2019-11-12,"Lake_Outlet",85,7,21,64,14,1.05,0.229,0.054,0.298,0.77,0.015,0.77,0.746,0.8,11.6,11.5,184,105.9,109,12,40,1.77,6.8,0.018,6.534,27.3167169997216,94.1404682452989
2019-11-19,"Lake_Outlet",30,7,14,16,7,1.71,1.295,0.005,1.315,1.69,0.015,1.69,0.395,0.4,12.3,12.2,164,110.8,49,6,60,1.04,6.7,0.009,2.963,126.047137013001,415.418509203249
2019-11-26,"Lake_Outlet",50,6,21,29,15,0.91,0.234,0.01,0.259,0.81,0.015,0.81,0.69,0.7,12.7,12.3,179,106.3,7.5,1,80,2.06,6.4,0.015,3.637,40.2466297129231,95.4567499601381
2019-12-02,"Lake_Outlet",81,27,44,37,17,1.47,0.858,0.014,0.887,1.7,0.015,1.7,0.586,0.6,10.9,10.8,182,103.6,7.5,7,NA,1.78,6.4,0.01,2.332,40.1319669502082,72.6470503772136
2019-12-10,"Lake_Outlet",63,20,36,27,16,1.4,0.706,0.021,0.787,1.25,0.06,1.25,0.679,0.7,12.5,12.4,185,65.2,7.5,5,70,3.22,6.5,0.019,3.35,49.1411840206631,87.0167516045892
2019-12-17,"Lake_Outlet",89,41,56,33,15,1.55,0.837,0.014,0.866,0.133,0.015,0.133,0.686,0.7,10.3,9.9,175,90.4,17,10,55,2.47,6.5,0.017,4.978,38.5123324206882,46.7080961289083
2019-12-23,"Lake_Outlet",61,27,38,23,11,1.35,0.649,0.04,0.704,0.118,0.015,0.118,0.66,0.7,10.8,10.3,151,111.3,7.5,1,71,0.85,6.8,0.007,2.309,48.9397857254965,57.6589892509114
2019-12-31,"Lake_Outlet",61,32,32,29,32,1.24,0.572,0.047,0.669,0.109,0.05,0.109,0.653,0.7,10.3,9.8,178,81.8,32,1,78,1.84,6.4,0.01,3.141,44.9520994811968,46.2311045294395
2020-01-07,"Lake_Outlet",68,21,54,14,33,0.95,0.648,0.033,0.731,1.27,0.05,1.27,0.267,0.3,9.8,10.1,74,91.6,7.5,1,108,1.21,7,0.013,2.824,30.8939061306375,76.9761546837959
2020-01-14,"Lake_Outlet",60,20,47,13,27,0.81,0.421,0.016,0.452,0.79,0.015,0.79,0.374,0.39,7.8,8,94,103,7.5,2,68,0.49,6.6,0.005,1.677,29.8532692925529,49.9765841490144
2020-01-21,"Lake_Outlet",62,21,36,26,15,0.76,0.331,0.016,0.387,0.72,0.04,0.72,0.414,0.43,8.2,8.5,118,104.8,27,6,80,1,6.6,0.006,1.596,27.1069111855916,40.7520818914214
2020-01-28,"Lake_Outlet",55,27,41,14,14,0.8,0.535,0.016,0.566,0.89,0.015,0.89,0.254,0.27,8.5,8.7,97,96.3,7.5,1,120,0.72,6.7,0.006,1.818,32.1651386317068,46.3565169261589
2020-02-04,"Lake_Outlet",51,18,38,13,20,0.97,0.438,0.018,0.471,0.97,0.015,0.97,0.492,0.51,8.1,7.9,145,73.2,7.5,1,120,1.68,7,0.005,1.285,42.0590722059205,57.8637441843308
2020-02-11,"Lake_Outlet",46,18,36,10,18,0.84,0.518,0.056,0.624,0.93,0.05,0.93,0.366,0.422,7.6,7.8,178,59.5,7.5,22,NA,1.58,6.5,0.004,1.078,40.3812338256754,76.6602470722345
2020-02-18,"Lake_Outlet",48,15,44,4,29,0.96,0.518,0.049,0.637,0.99,0.07,0.99,0.391,0.44,7.7,7.8,176,73.8,7.5,7,120,1.28,6.6,0.003,1.035,44.2270656185968,93.9088026634872
2020-02-25,"Lake_Outlet",55,16,35,20,19,1.03,0.507,0.065,0.612,0.94,0.04,0.94,0.455,0.52,7.3,7.4,196,41.7,7.5,2,120,1.32,6.6,0.003,0.94,41.4126159883225,84.5842629955664
2020-03-03,"Lake_Outlet",66,17,35,31,18,0.96,0.52,0.038,0.608,0.98,0.05,0.98,0.402,0.44,6.5,7.3,173,32.6,36,7,120,1.29,6.7,0.004,1.024,32.1651386317068,79.088399694432
2020-03-10,"Lake_Outlet",52,14,29,23,15,1.04,0.558,0.104,0.677,0.98,0.015,0.98,0.386,0.49,7.3,7.3,212,46.4,7.5,3,94,1.72,6.5,0.005,0.936,44.2270656185968,106.934726513536
2020-03-17,"Lake_Outlet",58,18,36,22,18,1.11,0.615,0.049,0.694,1.06,0.03,1.06,0.441,0.49,7,7.3,128,99.7,7.5,3,100,0.77,6.6,0.003,1.335,42.3207265833125,85.2599542758505
2020-03-24,"Lake_Outlet",72,16,31,41,15,0.85,0.352,0.023,0.435,0.9,0.06,0.9,0.477,0.5,6.8,7.4,89,110.3,7.5,4,64,1.3,6.6,0.005,3.158,26.1062540109773,60.12116732528
2020-03-31,"Lake_Outlet",80,13,26,54,13,0.79,0.258,0.021,0.319,0.66,0.04,0.66,0.519,0.54,8.2,8.1,95,113,39,9,36,1.76,6.6,0.007,3.341,21.8371136491822,54.2632074320476
2020-04-07,"Lake_Outlet",41,4,13,28,9,0.64,0.219,7e-04,0.2347,0.6,0.015,0.6,0.4193,0.42,7.1,7.2,97,119.6,7.5,4,66,4.72,6.7,0.005,2.22,34.518685360856,129.751153758558
2020-04-14,"Lake_Outlet",80,4,13,67,9,0.69,0.13,0.005,0.165,0.48,0.03,0.48,0.555,0.56,7.8,7.6,114,112.6,78,9,41,4.93,6.7,0.015,5.947,19.0729220480199,91.2183228383559
2020-04-21,"Lake_Outlet",76,4,14,62,10,0.69,0.009,0.006,0.03,0.31,0.015,0.31,0.684,0.69,NA,NA,123,122.4,16,5,39,6.86,6.8,0.018,7.808,20.0767600505472,16.5851496069738
2020-04-28,"Lake_Outlet",69,3,12,57,9,0.63,0.002,7e-04,0.0177,0.27,0.015,0.27,0.6293,0.63,NA,NA,128,127,53,2,33,7.74,6.7,0.021,10.79,20.1906169128377,13.0469843574861
2020-05-05,"Lake_Outlet",73,1,13,60,12,0.63,0.001,7e-04,0.0167,0.34,0.015,0.34,0.6293,0.63,NA,NA,135,111.2,103,11,38,9.81,6.8,0.016,4.786,19.0842817395315,36.9295997915283
2020-05-12,"Lake_Outlet",82,0.35,17,65,16.65,0.49,0.005,7e-04,0.3657,0.49,0.36,0.49,0.4893,0.49,NA,NA,138,110.5,48,8,33,9.02,6.7,0.018,3.741,13.2141842397027,2310.54827096012
2020-05-19,"Lake_Outlet",84,1,10,74,9,0.7,0.001,0.002,0.018,0.33,0.015,0.33,0.698,0.7,NA,NA,147,105.9,50,8,35,14.75,6.7,0.021,3.96,18.4279440077487,39.8043590567371
2020-05-26,"Lake_Outlet",28,11,17,11,6,0.72,0.266,0.042,0.323,0.68,0.015,0.68,0.408,0.45,NA,NA,151,110,93,5,14,19.32,7,0.028,4.421,56.863370081053,64.9333736127581
2020-06-02,"Lake_Outlet",106,3,9,97,6,0.69,2e-04,0.007,0.0372,0.43,0.03,0.43,0.683,0.69,NA,NA,154,96.4,83,8,23,15.49,6.9,0.035,3.968,14.394658149449,27.42078068353
2020-06-09,"Lake_Outlet",225,5,20,205,15,0.82,0.005,0.022,0.127,0.44,0.1,0.44,0.788,0.81,NA,NA,162,101.1,7.5,1,21,19.87,6.8,0.076,3.634,8.05915417938875,56.168373335618
2020-06-16,"Lake_Outlet",116,5,18,98,13,1.3,0.015,0.007,0.072,0.59,0.05,0.59,1.273,1.28,NA,NA,166,107.2,7.5,11,14,20.8,6.9,0.097,4.228,24.7824074586965,31.8434872453897
2020-06-23,"Lake_Outlet",79,7,22,57,15,1.3,0.042,0.206,0.328,0.8,0.08,0.8,1.044,1.25,NA,NA,165,45.5,40,4,43,27.67,7.4,0.026,1.891,36.3893577874531,103.617696592141
2020-06-30,"Lake_Outlet",116,12,36,80,24,1.1,0.024,0.135,0.209,0.74,0.05,0.74,0.945,1.08,NA,NA,171,53,7.5,36,75,22.46,7,0.027,2.546,20.9697293881278,38.5144029761947
2020-07-07,"Lake_Outlet",112,9,42,70,33,1.52,0.054,0.163,0.257,0.112,0.04,0.112,1.307,1.47,NA,NA,185,46.2,7.5,1,31,24.59,7,0.027,4.682,30.0112230983336,63.1464214665521
2020-07-14,"Lake_Outlet",212,9,37,175,28,2.81,0.034,0.051,0.135,1.13,0.05,1.13,2.729,2.78,NA,NA,170,112,7.5,1,32,26.52,7.1,0.138,3.487,29.3108618840229,33.1702992139476
2020-07-21,"Lake_Outlet",1003,6,39,964,33,10.81,0.06,0.418,0.493,1.6,0.015,1.6,10.332,10.75,NA,NA,168,53.2,7.5,1,30,25.33,7.4,0.074,3.284,23.8332292790145,181.699527916402
2020-07-28,"Lake_Outlet",533,45,69,464,24,5.02,0.011,0.003,0.064,1.33,0.05,1.33,5.007,5.01,NA,NA,168,71.6,95,1,13,25.65,7.4,0.4,4.974,20.8273798691704,3.14503577732244
2020-08-04,"Lake_Outlet",380,158,197,183,39,2.56,0.004,0.89,0.909,1.87,0.015,1.87,1.67,2.56,NA,NA,182,7.9,104,12,3,22.64,6.7,0.039,2.788,14.89753789258,12.7222793187672
2020-08-11,"Lake_Outlet",299,159,189,110,30,2.07,0.026,0.602,0.643,1.66,0.015,1.66,1.448,2.05,NA,NA,177,23,7.5,5,20,24,6.8,0.041,5.06,15.3093688679758,8.94276829960936
2020-08-18,"Lake_Outlet",727,59,91,636,32,7.46,0.034,0.029,0.078,1.17,0.015,1.17,7.401,7.43,NA,NA,169,44.6,53,18,11,23.91,6.8,0.491,10.32,22.6914655787299,2.92348399851742
2020-08-25,"Lake_Outlet",781,115,145,636,30,9.16,2e-04,1.54,1.5552,2.7,0.015,2.7,NA,NA,NA,NA,187,19,56,39,21,21.74,6.8,0.158,8.499,25.9359744600734,29.9051880217573
2020-09-01,"Lake_Outlet",227,23,67,160,44,2.71,0.064,0.366,0.445,1.46,0.015,1.46,2.284,2.65,NA,NA,168,81.3,112,14,24,18.28,6.8,0.135,5.905,26.3998563494267,42.7848786962513
2020-09-08,"Lake_Outlet",276,10,43,233,33,2.66,0.013,0.046,0.089,1.01,0.03,1.01,2.594,2.64,NA,NA,167,74.4,128,15,17,18.93,6.6,0.231,11.46,21.3123178524398,19.6810442002756
2020-09-15,"Lake_Outlet",189,10,44,145,34,2.72,0.047,0.184,0.261,1.31,0.03,1.31,2.486,2.67,NA,NA,174,59.2,142,16,32,14.92,6.8,0.114,7.04,31.8247667943342,57.7163206322688
2020-09-22,"Lake_Outlet",191,8,41,150,33,2.9,0.034,0.087,0.136,1.11,0.015,1.11,2.773,2.86,NA,NA,171,59.2,153,17,10,13.36,6.7,0.186,11.51,33.5755210193536,37.5930057758073
2020-09-29,"Lake_Outlet",161,9,39,122,30,1.96,0.015,0.014,0.044,0.97,0.015,0.97,1.936,1.95,NA,NA,175,32.7,127,12,31,16.58,6.7,0.096,9.056,26.9208225504502,10.8110604845459
2017-05-15,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,81.5,NA,NA,43,12.78,NA,0.014,5.928,NA,NA
2017-05-23,"In_Lake",60,4,12,48,8,0.489,0.01,0.015,0.025,0.29,NA,0.29,0.473,0.488,7.33,7.16,90,90.7,NA,NA,30,16.84,7.62,0.018,4.752,18.0225292395782,13.8209580058115
2017-05-29,"In_Lake",74,5,14,60,9,0.416,0.186,0.019,0.205,0.27,NA,0.27,0.395,0.414,7.53,7.42,87,88.9,NA,NA,37,17.77,7.2,0.015,3.363,12.4313914171191,90.6654845181235
2017-06-12,"In_Lake",78,NA,35,43,NA,0.903,2e-04,0.01,0.0102,0.002,NA,0.002,NA,NA,0.075,0.075,136,48.9,NA,NA,39,22.69,7.34,0.029,3.775,25.6006668292262,NA
2017-06-26,"In_Lake",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,0.075,193,76.6,NA,NA,38,21.82,7.31,0.063,3.055,NA,NA
2017-07-03,"In_Lake",54,5,19,35,14,0.752,0.033,0.012,0.045,0.59,NA,0.59,0.707,0.719,8.96,9.41,183,90.7,NA,5,60,22.84,7.4,0.024,2.791,30.7951419862822,19.9021795283686
2017-07-10,"In_Lake",85,35,20,65,20,0.62,0.015,0.097,0.112,0.47,NA,0.47,0.508,0.605,9.1,9.31,187,84.7,NA,1,46,22.62,7.53,0.038,3.472,16.1298709903118,7.07633049897549
2017-07-17,"In_Lake",83,6,19,64,13,0.932,0.34,0.043,0.383,0.52,NA,0.52,0.547,0.59,8.95,8.83,189,92.3,NA,9,52,23.16,7.67,0.022,3.501,24.8310994918869,141.158051099355
2017-07-24,"In_Lake",141,6,18,123,12,1.203,0.016,0.041,0.057,0.52,NA,0.52,1.146,1.187,9.43,8.96,196,94.3,NA,10,48,22.41,7.64,0.06,5.491,18.8670779926142,21.0078561688335
2017-07-31,"In_Lake",173,4,171,2,167,2.185,0.01,0.079,0.089,0.6,NA,0.6,2.106,2.185,10.55,9.28,191,118.1,NA,13,17,24.35,8.6,0.264,7.668,27.929519762033,49.202610500689
2017-08-07,"In_Lake",778,7,134,644,127,1.812,0.053,0.039,0.092,6.93,NA,6.93,1.773,1.812,NA,49.38,229,5.9,NA,1,1,21.6,8.55,1.552,16.777,5.15034980082888,29.0635002636493
2017-08-14,"In_Lake",230,6,23,207,17,3.432,0.02,0.068,0.088,0.63,NA,0.63,3.272,3.34,NA,NA,188,137,NA,22,25,22.66,9.32,0.751,14.933,32.9972367832661,32.4331814536377
2017-08-21,"In_Lake",219,1,58,161,57,2.8,0.011,0.01,0.021,0.89,NA,0.89,2.78,2.79,NA,NA,194,115.5,NA,15,36,22.89,9.36,0.396,19.12,28.2730099844911,46.4384188995266
2017-08-28,"In_Lake",430,5,135,295,130,3.733,0.015,0.039,0.054,1.87,NA,1.87,3.679,3.718,NA,11.08,183,108.9,NA,16,22,20.24,8.6,0.452,41.76,19.1976320877002,23.8826154340423
2017-09-05,"In_Lake",329,7,162,167,155,3.004,0.077,0.184,0.261,1.59,NA,1.59,2.742,2.926,11.5,13.27,190,53.31,NA,12,25,17.27,6.85,0.189,20.16,20.1912013857545,82.4518866175269
2017-09-11,"In_Lake",178,4,100,78,96,1.825,0.004,0.23,0.234,1.14,NA,1.14,1.591,1.821,10.97,10.81,193,76.3,NA,6,46,17.57,7.62,0.092,11.34,22.6725827960503,129.364166934396
2017-09-18,"In_Lake",192.5,73,138,54.5,65,1.898,0.338,0.254,0.592,1.29,NA,1.29,1.306,1.56,10.79,10.41,200,49.7,27,3,120,21.21,7.14,0.032,4.812,21.8033689724927,17.9331663330201
2017-09-25,"In_Lake",238,9,172,66,163,1.654,0.033,0.137,0.17,1.3,NA,1.3,1.483,1.62,11.43,11.22,207,65.6,44,5,100,22.81,7.2,0.029,4.377,15.3679761624284,41.7700064175637
2017-10-03,"In_Lake",188,12,161,27,149,1.803,0.07,0.685,0.755,1.89,NA,1.89,1.048,1.733,11.28,11.53,215,64.6,7.5,1,73,16.09,6.65,0.008,2.095,21.2078189655133,139.130977258502
2017-10-09,"In_Lake",89,30,74,15,44,1.24,0.02,0.57,0.59,1.41,NA,1.41,0.468,1.038,10.19,9.8,206,86.5,19,2,71,16.55,7.16,0.036,5.891,30.8098659365506,43.4899478582869
2017-10-16,"In_Lake",98,17,60,38,43,1.31,0.33,0.734,1.064,0.87,NA,0.87,0.246,0.98,NA,NA,203,101.5,7.5,45,100,12.48,7.24,0.041,8.053,29.5599265103887,138.404699465256
2017-10-25,"In_Lake",79,11,50,29,39,1.094,NA,0.433,NA,0.81,NA,NA,NA,NA,NA,NA,204,91.4,7.5,1,100,12.9,6.9,0.018,4.038,30.6230441688259,NA
2017-11-01,"In_Lake",117,62,93,24,31,1.309,0.188,0.187,0.375,1.24,NA,1.24,0.934,1.121,10.54,10.83,193,83.2,7.5,1,110,10.69,6.9,0.006,1.512,24.7406961088646,13.3751206507853
2017-11-06,"In_Lake",99,55,94,5,39,1.373,0.267,0.201,0.468,1.28,NA,1.28,0.905,1.106,NA,NA,105,100.2,67,7,NA,7.72,6.56,0.006,1.641,30.6685662092593,18.8166060995485
2018-05-01,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,85.4,88,5,61,5.82,7.01,0.008,3.758,NA,NA
2018-05-08,"In_Lake",56,6,17,39,11,0.731,0.003,0.008,0.011,0.05,NA,0.05,0.72,0.728,NA,NA,74,85.1,46,4,45,13.86,7.18,0.015,8.447,28.8660580064235,4.05414768170471
2018-05-15,"In_Lake",54,4,16,38,12,0.775,0.009,0.01,0.019,0.05,NA,0.05,0.757,0.767,9.9,9.2,95,90.8,7.5,1,66,16.39,6.7,0.01,3.195,31.7370146800116,10.5039280844167
2018-05-22,"In_Lake",165,3,15,150,12,2.329,0.05,0.01,0.06,0.05,NA,0.05,2.269,2.279,12.2,8.7,63,82.1,134,4,35,17.04,7.02,8.263,6.584,31.2135866138521,44.2270656185968
2018-05-29,"In_Lake",166,4,14,152,10,1.52,0.01,0.01,0.02,0.05,NA,0.05,1.29,1.3,9.5,8.2,81,85.2,125,12,23,17.88,6.64,0.222,6.116,20.2485360663455,11.0567664046492
2018-06-05,"In_Lake",112,4,12,100,8,1.873,0.015,0.01,0.04,0.05,0.015,0.05,1.848,1.858,9.1,8.9,58,87.3,112,13,29,17.94,7.26,0.217,5.454,36.9809347784071,22.1135328092984
2018-06-12,"In_Lake",84,4,17,67,13,1.699,0.013,0.006,0.019,0.07,NA,0.07,1.68,1.686,10.1,9.3,76,122.8,7.5,1,NA,21.2,7.58,0.122,2.387,44.7272526702357,10.5039280844167
2018-06-19,"In_Lake",127,16,48,79,32,1.528,0.093,0.089,0.197,0.1,0.015,0.1,1.345,1.434,10.2,10.3,89,80.3,82,7,44,21.71,6.49,0.074,6.875,26.6058882933921,27.2272872714487
2018-06-26,"In_Lake",114,9,48,66,39,1.147,0.073,0.051,0.139,0.09,0.015,0.09,1.022,1.073,10.6,10.8,78,15.59,7.5,1,61,20.95,6.99,0.027,5.901,22.2493176598818,34.1531228943609
2018-07-03,"In_Lake",78,5,26,52,21,1.098,0.015,0.01,0.04,0.07,0.015,0.07,1.073,1.083,10.2,10.5,158,60.5,7.5,1,56,27.93,7.16,0.051,5.993,31.1290500315508,17.6908262474387
2018-07-10,"In_Lake",131,11,31,100,20,1.15,0.015,0.01,0.04,0.06,0.015,0.06,1.125,1.135,9.7,9.5,163,65.3,7.5,1,42,25.01,6.64,0.035,7.012,19.4126433058726,8.04128465792669
2018-07-17,"In_Lake",175,20,20,155,20,1.737,0.009,0.056,0.08,0.06,0.015,0.06,1.665,1.721,8.6,8,163,67.5,7.5,1,34,25.06,6.33,0.128,6.656,21.9492608512865,8.84541312371936
2018-07-24,"In_Lake",189,23,23,166,23,2.237,0.014,0.01,0.039,0.07,0.015,0.07,2.213,2.223,10.3,10.2,161,85.4,91,9,23,24.51,6.93,0.2,9.512,26.173530631958,3.74968599809843
2018-07-31,"In_Lake",1114,8.2,38,1076,29.8,11.72719700652,0.020123274,0.01,0.480123274,0.03,0.45,0.03,11.69707373252,11.70707373252,175,11.5,161,93,453,49,14,24.69,7.32,1.899,22.46,23.2791522230508,129.478314293985
2018-08-07,"In_Lake",377,6,35,342,29,4.81605682044,0.0108381305,0.004,0.1548381305,0.09,0.14,0.09,4.80121868994,4.80521868994,15,12.6,173,86.2,7.5,1,23,26.49,7.52,0.551,8.92,28.2493449629298,57.0669679823696
